,title,sort,date,genre,genre.2,Genre.3,pilot,X1x01,int.ext.ratio,int.ext.weighted,int.percent
476,Nine_Lives_of_Chloe_King_1x01_-_Pilot, 523,2013,action,crime,,y,y,1.0967741935,1.7159067411,0.5230769231
477,No_Ordinary_Family_1x01_-_Pilot, 528,2013,action,comedy,drama,y,y,2.6666666667,2.6025541596,0.7272727273
478,NUMB3RS_3x01_-_Spree, 531,2013,crime,drama,,n,n,1.380952381,2.9007378702,0.58
479,NUMB3RS_3x02_-_Two_Daughters, 532,2014,crime,drama,,n,n,2.6923076923,3.0932161548,0.7291666667
480,NUMB3RS_3x03_-__Provenance, 533,2010,crime,drama,,n,n,6.125,3.2010230179,0.8596491228
481,NUMB3RS_3x04_-_The_Mole, 534,2007,crime,drama,,n,n,4.875,6.0504672897,0.829787234
482,NUMB3RS_3x05_-__Traffic, 535,2010,crime,drama,,n,n,1.875,3.1615776081,0.652173913
483,NUMB3RS_3x06_-_Longshot, 536,2010,crime,drama,,n,n,4,4.0662877491,0.8
484,NUMB3RS_3x07_-_Blackout, 537,2010,crime,drama,,n,n,1.7777777778,2.4399506083,0.64
485,NUMB3RS_3x08_-_Hardball, 538,2009,crime,drama,,n,n,1.5714285714,2.6497129386,0.6111111111
486,NUMB3RS_3x11_-_Killer_Chat, 539,2009,crime,drama,,n,n,3.4,4.725749023,0.7727272727
487,NUMB3RS_3x13_-_Finders_Keepers, 540,2009,crime,drama,,n,n,1.2777777778,1.4078135709,0.5609756098
488,NUMB3RS_3x14_-_Take_Out, 541,2014,crime,drama,,n,n,3.0833333333,4.4319620253,0.7551020408
489,NUMB3RS_3x15_-_End_Of_Watch, 542,2010,crime,drama,,n,n,2.5,2.7379032258,0.7142857143
490,NUMB3RS_3x16_-_Contenders, 543,2007,crime,drama,,n,n,10.6666666667,5.5601756105,0.9142857143
491,NUMB3RS_3x17_-_One_Hour, 544,2012,crime,drama,,n,n,4.7692307692,3.4889085372,0.8266666667
492,NUMB3RS_3x18_-_Democracy, 545,2010,crime,drama,,n,n,2.5384615385,2.5061601643,0.7173913043
493,NUMB3RS_5x10_-_Frienemies, 546,2011,crime,drama,,n,n,4.1666666667,5.6918951892,0.8064516129
494,NUMB3RS_5x11_-_Arrow_of_Time, 547,2014,crime,drama,,n,n,1.7826086957,2.8429393074,0.640625
495,NUMB3RS_5x12_-_Jacked, 548,2014,crime,drama,,n,n,2.8,2.7573978495,0.7368421053
496,NUMB3RS_5x13_-_Trouble_in_Chinatown, 549,2012,crime,drama,,n,n,2.5833333333,3.7951113701,0.7209302326
497,NUMB3RS_5x14_-_Sneakerhead, 550,2014,crime,drama,,n,n,3.5833333333,3.1782608696,0.7818181818
498,NUMB3RS_5x15_-_Guilt_Trip, 551,2010,crime,drama,,n,n,5.3333333333,7.8641975309,0.8421052632
499,Numb3rs_5x15_-_Guilt_Trip(1), 552,2010,crime,drama,,n,n,5.3333333333,7.8641975309,0.8421052632
500,NYC-22_1x01_-_Pilot, 553,2011,crime,drama,,y,y,1.1875,1.25164594,0.5428571429
501,Off_The_Map_1x01_-_Pilot, 554,1998,drama,action,,y,y,2,1.8503401361,0.6666666667
502,Oldyweds_1x01_-_Pilot, 555,2006,comedy,,,y,y,22,26.7020547945,0.9565217391
503,Once_Upon_A_Time_1x01_-_Pilot, 556,2007,fantasy,action,,y,y,2,2.0499545867,0.6666666667
504,Onion_News_Empire_1x01_-_Pilot, 557,2007,comedy,,,y,y,3.7777777778,5.4444444444,0.7906976744
505,Orange_Is_The_New_Black_1x01_-_Pilot, 558,2007,comedy,drama,crime,y,y,6.3333333333,4.428220956,0.8636363636
506,Orphan_Black_1x01_-_Pilot, 559,1963,action,drama,sci-fi,y,y,3.0357142857,4.3085701981,0.7522123894
507,Orphan_Black_1x02_-_Instinct, 560,2010,action,drama,sci-fi,n,n,1.7272727273,2.1576874359,0.6333333333
508,Outlander_1x01_-_Sassenach, 561,2010,drama,sci-fi,,n,y,0.6956521739,0.9565881689,0.4102564103
509,Outlaw_1x01_-_Pilot, 562,2010,drama,,,y,y,3.5,2.4178644764,0.7777777778
510,Outnumbered_4x05, 563,2010,comedy,drama,,n,n,3.1666666667,9.7642490414,0.76
511,Outsourced_1x01_-_Pilot, 564,2010,comedy,,,y,y,2.25,3.0229007634,0.6923076923
512,Parenthood_1x01_-_Pilot, 566,2013,drama,comedy,,y,y,2.5,2.3576772934,0.7142857143
513,Parenthood_1x07_-_Whats_Going_On_Down_There, 567,2014,drama,comedy,,n,n,3.4444444444,2.9497457093,0.775
514,Parks_and_Recreation_1x02_-_Canvassing, 568,2013,comedy,,,n,n,1.4117647059,1.5538641686,0.5853658537
515,Parks_and_Recreation_2x04_-_Practice_Date, 569,2014,comedy,,,n,n,8,10.3295454545,0.8888888889
516,Parks_and_Recreation_2x07_-_Greg_Pikitis, 570,2014,comedy,,,n,n,5,5.3556231003,0.8333333333
517,Partners_1x01_-_Pilot, 571,2009,comedy,,,y,y,12,10.0662251656,0.9230769231
518,Party_Down_2x05_-_Steve_Guttenbergs_Birthday, 573,2013,comedy,,,n,n,4,2.6504347826,0.8
519,Patito_Feo_1x01_-_Pilot, 575,2013,drama,comedy,,y,y,3.5,3.0663489736,0.7777777778
520,Perception_1x01_-_Pilot, 576,2012,crime,drama,,y,y,5.4444444444,9.1705202312,0.8448275862
521,Perfect_Couples_1x01_-_Pilot, 577,2013,comedy,,,y,y,5.3333333333,4.9170731707,0.8421052632
522,Person_of_Interest_1x01_-_Pilot, 578,2011,crime,action,drama,y,y,1.2631578947,1.3849102136,0.5581395349
523,Petals_On_The_Wind, 579,2012,drama,horror,,n,n,4.1578947368,5.8403765214,0.806122449
524,Playing_House_1x01_-_Pilot, 580,2012,comedy,,,y,y,3.5,2.7741028487,0.7777777778
525,Political_Animals_1x01_-_Pilot, 581,2011,drama,,,y,y,5,8.8465473146,0.8333333333
526,Power_1x01_-_Not_Exactly_How_We_Planned_, 584,2012,crime,drama,,n,y,5.5625,7.8072777778,0.8476190476
527,Pretty_Little_Liars_1x01_-_Pilot, 585,2008,drama,crime,,y,y,2,3.3319444444,0.6666666667
528,Pretty_Little_Liars_1x02_-_The_Jenna_Thing, 586,2010,drama,crime,,n,n,2.1333333333,2.2831114701,0.6808510638
529,Prime_Suspect_1x01_-_Pilot, 587,2011,crime,drama,,y,y,3.5833333333,2.6659501497,0.7818181818
530,Psi_Factor_-_Chronicles_of_the_Paranormal_2x16_-_Night_of_the_Setting_Sun, 588,2012,sci-fi,drama,,n,n,1.375,1.1023255814,0.5789473684
531,Psych_1x11_-_He_Loves_Me_He_Loves_Me_Not_He_Loves_Me_Oops_He's_Dead, 589,2010,crime,comedy,,n,n,2.8333333333,5.0716981132,0.7391304348
532,Psych_2x01_-_American_Duos, 590,2009,crime,comedy,,n,n,9.5,11.2345679012,0.9047619048
533,Psych_2x04_-_Zero_To_Murder_In_Sixty_Seconds, 591,2014,crime,comedy,,n,n,3.6666666667,3.4074074074,0.7857142857
534,Pulse_1x01_-_Pilot, 592,2009,horror,,,y,y,36.5,77.2953623188,0.9733333333
535,Pushing_Daisies_1x01_-_Pilot, 593,2010,crime,fantasy,comedy,y,y,2.0625,2.912371134,0.6734693878
536,Quantum_Leap_4x14_-_Song_for_the_Soul, 595,2010,action,drama,,n,n,2.8333333333,7.5100286533,0.7391304348
537,Raising_Hope_1x01_-_Pilot, 596,2014,comedy,,,y,y,3,2.9135802469,0.75
538,Raising_Hope_1x03_-_Dream_Hoarders, 597,2014,comedy,,,n,n,2.6,2.4384580499,0.7222222222
539,Raising_Hope_1x04_-_Say_Cheese, 598,2007,comedy,,,n,n,4.6,15.2744883041,0.8214285714
540,Raising_Hope_1x05_-_Happy_Halloween, 599,2009,comedy,,,n,n,2.0769230769,4.6727272727,0.675
541,Raising_Hope_1x07_-_The_Sniffles, 600,2009,comedy,,,n,n,6.6666666667,7.2545454545,0.8695652174
542,Rake_1x01_-_Pilot, 601,2010,action,comedy,drama,y,y,2.1333333333,5.0868998697,0.6808510638
543,Ray_Donovan_1x01_-_Pilot, 602,2010,crime,drama,,y,y,1.72,4.6364067067,0.6323529412
544,Reckless_1x01_-_Pilot, 603,2014,crime,drama,,y,y,1.3703703704,2.2893303725,0.578125
545,Rectify_1x01_-_Pilot_1x01, 604,2012,drama,,,y,y,2.7333333333,2.7344862665,0.7321428571
546,Red_Band_Society_1x01_-_Pilot, 605,2014,drama,comedy,,y,y,4.4615384615,4.7084269663,0.8169014085
547,Red_Oaks_1x01_-_Pilot, 606,2013,comedy,,,y,y,0.4736842105,0.528,0.3214285714
548,Red_Riding_-_1974, 607,2011,crime,drama,,n,n,2.4,3.6755654391,0.7058823529
549,Red_Widow_1x01_Pilot, 608,2008,drama,,,y,y,1.2333333333,1.8724242424,0.552238806
550,Reign_1x01_-_Pilot, 609,1991,drama,fantasy,,y,y,2.9444444444,3.1734028683,0.7464788732
551,Restless_Part_1, 610,2014,drama,,,n,y,0.5,5.056763285,0.3333333333
552,Resurrection_1x01_-_Pilot, 612,2011,fantasy,drama,,y,y,1.3666666667,2.3991705767,0.5774647887
553,Revenge_1x09_-_Suspicion, 613,2010,crime,drama,,n,n,2.9565217391,2.6114950573,0.7472527473
554,Revenge_1x11_-_Duress, 614,2010,crime,drama,,n,n,1.5714285714,1.4982993197,0.6111111111
555,Revolution_1x01_-_Pilot, 615,2014,action,drama,,y,y,0.52,0.95890438,0.3421052632
556,Ringer_1x01_-_Pilot, 616,2011,crime,drama,,y,y,2.4761904762,2.4979777594,0.7123287671
557,Ripper_Street_1x01_-_I_Need_Light, 617,2014,crime,,,n,y,2.1428571429,2.8464566929,0.6818181818
558,Rita_Rocks_1x01_-_Pilot, 618,2009,comedy,,,y,y,9,6.4227886057,0.9
559,Rizzoli_and_Isles_1x01_-_Pilot, 619,2013,crime,drama,,y,y,2.1818181818,3.2653845701,0.6857142857
560,Rizzoli_and_Isles_2x01_-_We_Don't_Need_Another_Hero, 620,2008,crime,drama,,n,n,5.4,15.5609756098,0.84375
561,Rob_1x01_-_Pilot, 621,2010,comedy,,,y,y,1,1.764619883,0.5
562,Roman's_Empire_1x01, 622,1997,comedy,,,n,y,2.6923076923,5.2034883721,0.7291666667
563,Romantically_Challenged_1x01_-_Pilot, 623,1997,comedy,,,y,y,5.5,13.0864130435,0.8461538462
564,Roommates_1x01_-_Pilot, 624,1997,comedy,,,y,y,18,6.5207667732,0.9473684211
565,Rosemarys_Baby_-_Night_One, 625,1997,horror,crime,drama,n,y,4.0526315789,2.9596122779,0.8020833333
566,Royal_Pains_1x01_-_Pilot, 626,1997,comedy,drama,,y,y,2.05,2.0605914718,0.6721311475
567,Rubicon_1x01_-_Pilot, 627,1997,crime,drama,,y,y,1.2857142857,1.3370709088,0.5625
568,Running_Wilde_1x01_-_Pilot, 628,1997,comedy,,,y,y,1.6842105263,1.3258823529,0.6274509804
569,Rush_1x01_-_Pilot, 629,1998,action,drama,,y,y,2.0454545455,2.1285855589,0.671641791
570,Salem_1x01_-_Pilot, 630,1998,fantasy,drama,,y,y,0.4444444444,0.5969632468,0.3076923077
571,Samantha_Who_1x01_-_Pilot, 631,1998,comedy,,,y,y,7,6.8917748918,0.875
572,Sarah_Jane_Adventures_3x01_-_Prisoner_of_the_Judoon_pt1, 632,1998,sci-fi,drama,,n,n,0.4444444444,0.4985197607,0.3076923077
573,Sarah_Jane_Adventures_3x02_-_Prisoner_of_the_Judoon_pt2, 633,1998,sci-fi,drama,,n,n,6.3333333333,16.2251162791,0.8636363636
574,Sarah_Jane_Adventures_4x03_-_The_Vault_of_Secrets_pt1, 634,1998,sci-fi,drama,,n,n,1.2142857143,1.3549605244,0.5483870968
575,Sarah_Jane_Adventures_4x04_-_The_Vault_of_Secrets_pt2, 635,1998,sci-fi,drama,,n,n,3.5714285714,4.0986660705,0.78125
576,Satisfaction_1x01_-_Pilot, 636,1998,drama,,,y,y,2.3448275862,3.0422362783,0.7010309278
577,Scandal_1x01_-_Pilot, 637,1998,drama,crime,,y,y,4.6666666667,4.09375,0.8235294118
578,Scorpion_1x01_-_Pilot, 638,1998,action,drama,,y,y,2.7058823529,3.2009377845,0.7301587302
579,Sean_Saves_The_World_1x01_-_Pilot, 639,1998,comedy,,,y,y,17,2448,0.9444444444
580,Secret_Circle_1x01_-_Pilot, 641,1998,fantasy,horror,drama,y,y,1,1.2176560122,0.5
581,Secret_Life_of_the_American_Teenager_1x01_-_Pilot, 642,1998,drama,comedy,,y,y,4,319,0.8
582,Seinfeld_3x06_-_The_Parking_Garage, 644,1998,comedy,,,n,n,13,2107,0.9285714286
583,Selfie_1x01_-_Pilot, 646,2009,comedy,,,y,y,9.3333333333,9.8603351955,0.9032258065
584,Shameless_1x01_-_Pilot, 647,2012,comedy,drama,,y,y,3.0769230769,7.9903557596,0.7547169811
585,Sherlock_ep_2_-_The_Blind_Banker, 648,2012,crime,drama,,n,n,2.78125,3.6108869522,0.7355371901
586,Shit_My_Dad_Says_1x01_-_Pilot, 649,2010,comedy,,,y,y,3.5,5.7431906615,0.7777777778
587,"Signed,_Sealed,_Delivered_1x01_-_Pilot", 650,2010,drama,,,y,y,1.15625,2.1672382419,0.5362318841
588,Single_Ladies_1x01_-_Pilot, 651,2010,comedy,drama,,y,y,3.2,5.6551956059,0.7619047619
589,Sirens_1x01_-_Pilot, 652,2010,comedy,,,y,y,1.7142857143,1.8404668108,0.6315789474
590,"Sit_Down,_Shut_Up_1x01_-_Pilot", 653,2010,comedy,,,y,y,1.0909090909,1.6121705592,0.5217391304
591,Sleepy_Hollow_1x01_-_Come_and_See, 654,2010,fantasy,action,drama,n,y,1.3333333333,2.4287451631,0.5714285714
592,Sons_of_Anarchy_1x01_-_Pilot, 708,2010,crime,drama,,y,y,1.8484848485,1.9985126997,0.6489361702
593,Sons_Of_Tucson_1x01_-_Pilot, 709,2010,comedy,,,y,y,1.4444444444,2.2026578073,0.5909090909
594,South_Park_1x01_-_Cartman_Gets_An_Anal_Probe, 603,2010,comedy,,,y,y,0.7692307692,0.684733514,0.4347826087
595,South_Park_1x02_-_Weight_Gain_4000, 604,2010,comedy,,,n,n,1,1.3549190535,0.5
596,South_Park_1x03_-_Volcano, 605,2010,comedy,,,n,n,0.1290322581,0.1692969871,0.1142857143
597,South_Park_1x04_-_Big_Gay_Als_Big_Gay_Boatride, 606,2010,comedy,,,n,n,0.4,0.4167278063,0.2857142857
598,South_Park_1x05_-_An_Elephant_Makes_Love_To_A_Pig, 607,2010,comedy,,,n,n,0.9,1.3803863299,0.4736842105
599,South_Park_1x06_-_Death, 608,2011,comedy,,,n,n,1.4285714286,1.8866141732,0.5882352941
600,South_Park_1x07_-_Pinkeye, 609,2011,comedy,,,n,n,0.625,1.1640449438,0.3846153846
601,South_Park_1x08_-_Damien, 610,2011,comedy,,,n,n,1,1.5718194254,0.5
602,South_Park_1x09_-_Starvin_Marvin, 611,2011,comedy,,,n,n,0.6363636364,1.453038674,0.3888888889
603,South_Park_1x10_-_Mr_Hankey_The_Christmas_Poo, 612,2011,comedy,,,n,n,2,2.6487523992,0.6666666667
604,South_Park_1x11_-_Tom's_Rhinoplasty, 613,2011,comedy,,,n,n,1.1538461538,3.9858356941,0.5357142857
605,South_Park_1x12_-_Mecha_Striesand, 614,2002,comedy,,,n,n,0.85,0.7497765862,0.4594594595
606,South_Park_1x13_-_Cartman's_Mom_Is_A_Dirty_Slut, 615,2002,comedy,,,n,n,1.2352941176,2.0071174377,0.5526315789
607,South_Park_2x01_-_Terrance_&_Phillip_In_Not_Without_My_Anus, 616,2002,comedy,,,n,n,1.2727272727,1.4969604863,0.56
608,South_Park_2x02_-_Cartman's_Mom_Is_Still_A_Dirty_Slut, 617,2002,comedy,,,n,n,1.4090909091,5.1254237288,0.5849056604
609,South_Park_2x03_-_Chickenlover, 618,2002,comedy,,,n,n,0.4583333333,0.4168067227,0.3142857143
610,South_Park_2x04_-_Ike's_Wee_Wee, 619,2002,comedy,,,n,n,0.6666666667,0.9085365854,0.4
611,South_Park_2x05_-_Conjoined_Fetus_Lady, 620,2003,comedy,,,n,n,1.3571428571,6.2477876106,0.5757575758
612,South_Park_2x06_-_The_Mexican_Staring_Frog_Of_Southern_Sri_Lanka, 621,2003,comedy,,,n,n,0.5714285714,1.1977011494,0.3636363636
613,South_Park_2x07_-_City_On_The_Edge_Of_Forever, 622,2003,comedy,,,n,n,1.5555555556,2.3758560841,0.6086956522
614,South_Park_2x08_-_Summer_Sucks, 623,2003,comedy,,,n,n,0.4411764706,0.6449326719,0.306122449
615,Southland_1x01_-_Pilot, 710,2003,crime,drama,,y,y,0.9743589744,0.7070293884,0.4935064935
616,Southland_4x01_-_Wednesday, 711,2003,crime,drama,,n,n,1.3157894737,1.3174811824,0.5681818182
617,Southland_4x02_-_Underwater, 712,2003,crime,drama,,n,n,0.4782608696,0.3551585775,0.3235294118
618,Spartacus_1x01_-_The_Red_Serpent, 713,2003,action,,,n,y,0.4166666667,0.3419030733,0.2941176471
619,Spartacus_1x02_-_Sacramentum_Gladiatorum, 714,2003,action,,,n,n,1,1.391571554,0.5
620,Spartacus_1x03_-_Legends, 715,2003,action,,,n,n,2.1111111111,1.4963963964,0.6785714286
621,Spartacus_1x04_-_The_Thing_in_the_Pit, 716,2004,action,,,n,n,3.6666666667,3.4195688226,0.7857142857
622,Spartacus_1x05_-_Shadow_Games, 717,2004,action,,,n,n,1.5714285714,2.0354090354,0.6111111111
623,Spartacus_1x06_-_Delicate_Things, 718,2004,action,,,n,n,1.5263157895,2.0680507497,0.6041666667
624,Spartacus_1x07_-_Great_and_Unfortunate_Things, 719,2004,action,,,n,n,6.75,6.2944606414,0.8709677419
625,Spartacus_1x08_-_Mark_of_the_Brotherhood, 720,2004,action,,,n,n,3.5,2.2193343825,0.7777777778
626,Spartacus_1x09_-_Whore, 721,2004,action,,,n,n,4,2.7150760719,0.8
627,Spartacus_1x10_-_Party_Favors, 722,2004,action,,,n,n,4.2,2.9431818182,0.8076923077
628,Spartacus_1x11_-_Old_Wounds, 723,2004,action,,,n,n,2,1.4891815616,0.6666666667
629,Spartacus_1x12_-_Revelations, 724,2004,action,,,n,n,3,2.7028169014,0.75
630,Spartacus_1x13_-_Kill_Them_All, 725,2004,action,,,n,n,1.7692307692,1.4137323944,0.6388888889
631,Spartacus_2x01_-_Past_Transgressions, 726,2005,action,,,n,n,1.6,0.7217741935,0.6153846154
632,Spartacus_2x02_-_Missio, 727,2005,action,,,n,n,0.8947368421,0.9192634561,0.4722222222
633,Spartacus_2x03_-_Paterfamilias, 728,2014,action,,,n,n,1.0833333333,0.8532805083,0.52
634,Spartacus_2x04_-_Beneath_The_Mask, 729,2005,action,,,n,n,3.1666666667,2.8026666667,0.76
635,Spartacus_2x05_-_Reckoning, 730,2014,action,,,n,n,2.4545454545,1.2808441558,0.7105263158
636,Spartacus_2x06_-_The_Bitter_End, 731,1989,action,,,n,n,2.2857142857,1.2459854015,0.6956521739
637,Spooks_1x01, 732,1989,crime,drama,,n,y,2.0588235294,3.99818975,0.6730769231
638,Spooks_1x02, 733,1989,crime,drama,,n,n,2.65625,4.4372516916,0.7264957265
639,Spooks_1x03, 734,1989,crime,drama,,n,n,3.1176470588,3.0866288947,0.7571428571
640,Spooks_1x04, 735,1989,crime,drama,,n,n,3.2142857143,4.1356219212,0.7627118644
641,Spooks_1x05, 736,1989,crime,drama,,n,n,3.3333333333,3.1986383244,0.7692307692
642,Spooks_1x06, 737,1989,crime,drama,,n,n,2.125,3.1396226415,0.68
643,Spooks_2x01, 738,1989,crime,drama,,n,n,4.1,7.4778542742,0.8039215686
644,Spooks_2x02, 739,1989,crime,drama,,n,n,1.4864864865,2.987189441,0.597826087
645,Spooks_2x03, 740,1990,crime,drama,,n,n,4.0689655172,6.2491012783,0.8027210884
646,Spooks_2x04, 741,1990,crime,drama,,n,n,3.1538461538,3.7460326513,0.7592592593
647,Spooks_2x05, 742,1990,crime,drama,,n,n,7.4,40.6053114437,0.880952381
648,Spooks_2x06, 743,1990,crime,drama,,n,n,3.1818181818,5.1617418351,0.7608695652
649,Spooks_2x07, 744,1990,crime,drama,,n,n,8.7777777778,14.824927011,0.8977272727
650,Spooks_2x08, 745,1987,crime,drama,,n,n,3.65,3.6839116773,0.7849462366
651,Spooks_2x09, 746,1987,crime,drama,,n,n,4.0952380952,5.7318007663,0.8037383178
652,Spooks_2x10, 747,1987,crime,drama,,n,n,1.5882352941,3.1597835822,0.6136363636
653,Spooks_3x01, 748,1987,crime,drama,,n,n,3.56,5.8174113091,0.7807017544
654,Spooks_3x02, 749,1987,crime,drama,,n,n,2.8695652174,4.3116573785,0.7415730337
655,Spooks_3x03, 750,1987,crime,drama,,n,n,1.9302325581,1.9273249115,0.6587301587
656,Spooks_3x04, 751,1987,crime,drama,,n,n,3,3.8156738614,0.75
657,Spooks_3x05, 752,1987,crime,drama,,n,n,3.4761904762,8.2331272437,0.7765957447
658,Spooks_3x06, 753,1987,crime,drama,,n,n,7.5,57.7061756809,0.8823529412
659,Spooks_3x07, 754,1989,crime,drama,,n,n,2.8076923077,7.2751108999,0.7373737374
660,Spooks_3x08, 755,1989,crime,drama,,n,n,6,17.8992388653,0.8571428571
661,Spooks_3x09, 756,1989,crime,drama,,n,n,5.7777777778,6.1179431188,0.8524590164
662,Spooks_3x10, 757,1989,crime,drama,,n,n,3.9375,2.8918889775,0.7974683544
663,Spooks_4x07, 758,1989,crime,drama,,n,n,2.8048780488,4.4395318596,0.7371794872
664,Spooks_6x01, 759,1989,crime,drama,,n,n,2.696969697,7.0525217754,0.7295081967
665,Stalker_1x01_-_Pilot, 760,1989,horror,drama,,y,y,2.7777777778,2.9175757576,0.7352941176
666,Stalkers_1x01_-_Pilot, 761,1989,crime,drama,,y,y,5.5555555556,5.8490750122,0.8474576271
667,Star_Crossed_1x01_-_Pilot, 762,1989,sci-fi,action,,y,y,1.6296296296,0.9992580483,0.6197183099
668,Star_Trek_-_The_Next_Generation_149_-_The_Ensigns_of_Command, 810,1989,sci-fi,action,,n,n,1.375,1.0199416342,0.5789473684
669,Star_Trek_-_The_Next_Generation_150_-_Evolution, 811,1989,sci-fi,action,,n,n,6,12.6161290323,0.8571428571
670,Star_Trek_-_The_Next_Generation_151_-_The_Survivors, 812,1989,sci-fi,action,,n,n,1.4736842105,3.5090036014,0.5957446809
671,Star_Trek_-_The_Next_Generation_152_-_Who_Watches_the_Watchers, 813,1989,sci-fi,action,,n,n,1.037037037,2.1442370661,0.5090909091
672,Star_Trek_-_The_Next_Generation_153_-_The_Bonding, 814,2014,sci-fi,action,,n,n,10.6,13.2701754386,0.9137931034
673,Star_Trek_-_The_Next_Generation_154_-_Booby_Trap, 815,2011,sci-fi,action,,n,n,3.4666666667,7.9649484536,0.776119403
674,Star_Trek_-_The_Next_Generation_155_-_The_Enemy, 816,2011,sci-fi,action,,n,n,2.5,3.6962305987,0.7142857143
675,Star_Trek_-_The_Next_Generation_156_-_The_Price, 817,2011,sci-fi,action,,n,n,3.25,38.6346153846,0.7647058824
676,Star_Trek_-_The_Next_Generation_157_-_The_Vengeance_Factor, 818,2011,sci-fi,action,,n,n,1.3636363636,3.3340987371,0.5769230769
677,Star_Trek_-_The_Next_Generation_158_-_The_Defector, 819,2012,sci-fi,action,,n,n,2.7142857143,6.3563432836,0.7307692308
678,Star_Trek_-_The_Next_Generation_159_-_The_Hunted, 820,2013,sci-fi,action,,n,n,6.8888888889,6.3346456693,0.8732394366
679,Star_Trek_-_The_Next_Generation_160_-_The_High_Ground, 821,2005,sci-fi,action,,n,n,4.1111111111,4.2567567568,0.8043478261
680,Star_Trek_-_The_Next_Generation_161_-_Deja_Q, 822,2014,sci-fi,action,,n,n,3.9166666667,10.1370967742,0.7966101695
681,Star_Trek_-_The_Next_Generation_162_-_A_Matter_of_Perspective, 823,2014,sci-fi,action,,n,n,6.8,44.4949494949,0.8717948718
682,Star_Trek_-_The_Next_Generation_1x01-102_-_Encounter_at_Farpoint, 763,2008,sci-fi,action,,n,y,1.8974358974,4.9304109898,0.6548672566
683,Star_Trek_-_The_Next_Generation_1x03_-_The_Naked_Now, 764,2011,sci-fi,action,,n,n,4.375,11.3003952569,0.8139534884
684,Star_Trek_-_The_Next_Generation_1x04_-_Code_of_Honor, 765,2011,sci-fi,action,,n,n,3.1,5.7473903967,0.756097561
685,Star_Trek_-_The_Next_Generation_1x05_-_Haven_aka_Eye_of_The_Beholder, 766,2011,sci-fi,action,,n,n,2.9,16.0054644809,0.7435897436
686,Star_Trek_-_The_Next_Generation_1x06_-_Where_None_Have_Gone_Before, 767,2011,sci-fi,action,,n,n,2.7647058824,11.2607003891,0.734375
687,Star_Trek_-_The_Next_Generation_1x07_-_The_Last_Outpost, 768,2011,sci-fi,action,,n,n,0.8947368421,1.5635048232,0.4722222222
688,Star_Trek_-_The_Next_Generation_1x08_-_Lonely_Among_Us, 769,2011,sci-fi,action,,n,n,2.35,12.6974789916,0.7014925373
689,Star_Trek_-_The_Next_Generation_1x09_-_Justice, 770,2011,sci-fi,action,,n,n,1.1111111111,2.7825,0.5263157895
690,Star_Trek_-_The_Next_Generation_1x10_-_The_Battle, 771,2011,sci-fi,action,,n,n,3.5,14.2159624413,0.7777777778
691,Star_Trek_-_The_Next_Generation_2x10_-_The_Dauphin, 797,2011,sci-fi,action,,n,n,5.7142857143,11.1740614334,0.8510638298
692,Star_Trek_-_The_Next_Generation_2x11_-_Contagion, 798,2011,sci-fi,action,,n,n,5.6666666667,13.9206349206,0.85
693,Star_Trek_-_The_Next_Generation_2x12_-_The_Royale, 799,2011,sci-fi,action,,n,n,3.6666666667,7.1808219178,0.7857142857
694,Star_Trek_-_The_Next_Generation_2x13_-_Time_Squared, 800,2011,sci-fi,action,,n,n,2.5,7.4819615996,0.7142857143
695,Star_Trek_-_The_Next_Generation_2x14_-_The_Icarus_Factor, 801,2011,sci-fi,action,,n,n,7.25,12.2629969419,0.8787878788
696,Star_Trek_-_The_Next_Generation_2x15_-_Pen_Pals, 802,2011,sci-fi,action,,n,n,2.4615384615,4.3531746032,0.7111111111
697,Star_Trek_-_The_Next_Generation_2x16_-_Q_Who, 803,2012,sci-fi,action,,n,n,1.8620689655,9.7311320755,0.6506024096
698,Star_Trek_-_The_Next_Generation_2x17_-_Samaritan_Snare, 804,2012,sci-fi,action,,n,n,2.4347826087,8.3656781565,0.7088607595
699,Star_Trek_-_The_Next_Generation_2x18_-_Up_the_Long_Ladder, 805,2012,sci-fi,action,,n,n,3.1666666667,11.0822368421,0.76
700,Star_Trek_-_The_Next_Generation_2x19_-_Manhunt, 806,2012,sci-fi,action,,n,n,6.4285714286,13.9602888087,0.8653846154
701,Star_Trek_-_The_Next_Generation_2x20_-_The_Emissary, 807,2012,sci-fi,action,,n,n,2.2857142857,25.2348993289,0.6956521739
702,Star_Trek_-_The_Next_Generation_2x21_-_Peak_Performance, 808,2012,sci-fi,action,,n,n,4.6,11.2912912913,0.8214285714
703,Star_Trek_-_The_Next_Generation_2x22_-_Shades_of_Gray, 809,2012,sci-fi,action,,n,n,1.7931034483,3.2325,0.6419753086
704,State_Of_Affairs_1x01_-_Pilot, 862,2012,crime,drama,,y,y,4.3,10.1343283582,0.8113207547
705,State_Of_Georgia_1x01_-_Pilot, 863,2012,comedy,,,y,y,5.5,8.0826558266,0.8461538462
706,Suburgatory_1x01_-_Pilot, 864,2012,comedy,,,y,y,2.5,2.9621722846,0.7142857143
707,Suits_1x01_-_Pilot, 865,2012,drama,comedy,,y,y,10.8888888889,13.551393413,0.9158878505
708,Suits_1x07_-_Play_the_Man, 866,2012,drama,comedy,,n,n,10.6666666667,10.944551902,0.9142857143
