,title,sort,date,genre,genre.2,genre.3,int.ext.ratio,int.ext.weighted,int.percent,int.weight.ratio
520,Observe-and-Report, 693,2009,comedy,crime,drama,3.2272727273,1.9282801779,0.7634408602,0.5974952664
521,Obsessed, 694,2009,drama,action,,5.0588235294,3.1862288363,0.8349514563,0.6298359328
522,Ocean's-Eleven, 695,2001,crime,action,,4.24,2.2711675541,0.8091603053,0.535652725
523,Ocean's-Twelve, 696,2004,crime,action,,2.2203389831,1.286124875,0.6894736842,0.5792470811
524,One-Flew-Over-the-Cuckoo's-Nest, 699,2013,crime,drama,,7.0769230769,3.9897873582,0.8761904762,0.5637743006
525,Ordinary-People, 701,2009,horror,fantasy,action,1.7666666667,1.1843055625,0.6385542169,0.6703616392
526,"Other-Boleyn-Girl,-The", 702,2008,drama,drama,history,2.3898305085,1.5412559407,0.705,0.6449226986
527,Out-of-Sight, 703,1998,comedy,crime,drama,2.7073170732,1.3023533026,0.7302631579,0.4810494181
528,"Pacifier,-The", 704,2005,action,comedy,drama,1.8125,1.1509010115,0.6444444444,0.6349798684
529,Pandorum, 705,2009,fantasy,horror,action,35.3333333333,23.9874304833,0.9724770642,0.678889542
530,Panic-Room, 706,2002,action,,,32.4,17.328068916,0.9700598802,0.5348169419
531,Papadopoulos-&-Sons, 707,2012,comedy,drama,,1.4074074074,0.9663027847,0.5846153846,0.6865835576
532,ParaNorman, 708,2012,comedy,adventure,comedy,0.9464285714,0.4934041027,0.4862385321,0.5213326369
533,Pariah, 709,2011,drama,,,3.6315789474,1.7157667011,0.7840909091,0.4724574974
534,Paul, 712,2011,sci-fi,comedy,sci-fi,1.0322580645,0.57526182,0.5079365079,0.5572848882
535,Peeping-Tom, 715,2006,fantasy,drama,action,3.6666666667,2.7001228532,0.7857142857,0.7363971418
536,"Perfect-World,-A", 716,1993,crime,drama,action,0.9752066116,0.5772635317,0.4937238494,0.5919397231
537,"Perks-of-Being-a-Wallflower,-The", 717,2012,drama,drama,,3.0888888889,1.6558770293,0.7554347826,0.5360752973
538,Pet-Sematary, 719,1989,drama,horror,,0.6780104712,0.3757549547,0.4040561622,0.5542022883
539,Pet-Sematary-II, 718,1992,action,horror,action,1.2333333333,0.7061817018,0.552238806,0.5725797582
540,Petulia, 721,1993,drama,,,1.7692307692,0.7623624946,0.6388888889,0.4309005404
541,Pi, 723,1998,drama,action,,1.5454545455,0.8940771688,0.6071428571,0.578520521
542,"Pianist,-The", 724,2002,drama,drama,war,1.0428571429,0.5533097137,0.5104895105,0.5305709583
543,Pineapple-Express, 726,2008,action,comedy,crime,2.1379310345,0.958105502,0.6813186813,0.4481461219
544,Pirates-of-the-Caribbean, 728,2003,fantasy,adventure,action,0.5111111111,0.2713167065,0.3382352941,0.5308370345
545,Pitch-Black, 729,2000,sci-fi,horror,action,0.6693548387,0.3703017804,0.4009661836,0.553221937
546,Platinum-Blonde, 731,1998,fantasy,drama,comedy,6.4285714286,5.113002136,0.8653846154,0.7953558878
547,Point-Break, 732,1991,action,crime,action,0.7428571429,0.4155127169,0.4262295082,0.559344042
548,"Postman,-The", 734,1997,action,adventure,drama,0.2671755725,0.137510685,0.2108433735,0.5146828494
549,"Power-of-One,-The", 735,1992,drama,,,1.5,0.9304115712,0.6,0.6202743808
550,Precious, 736,2009,drama,,,3.53125,2.4500270023,0.7793103448,0.6938129564
551,Predator, 737,1987,sci-fi,horror,action,0.1764705882,0.110755085,0.15,0.6276121482
552,Pretty-Woman, 739,1990,comedy,drama,,2.0188679245,1.341203268,0.66875,0.664334329
553,Pride-and-Prejudice, 740,2005,drama,drama,,1.612244898,1.0515192319,0.6171875,0.6522081312
554,Priest, 741,2011,fantasy,action,horror,0.7837837838,0.4158902033,0.4393939394,0.5306185353
555,"Private-Life-of-Sherlock-Holmes,-The", 744,2005,comedy,musical,,1.3157894737,0.9922539718,0.5681818182,0.7541130186
556,"Program,-The", 745,2015,drama,drama,sport,1.9122807018,0.8592063783,0.656626506,0.4493097575
557,Prom-Night, 746,2008,horror,fantasy,,3.0416666667,1.6098240586,0.7525773196,0.5292572247
558,Prometheus, 747,2012,sci-fi,fantasy,sci-fi,1.7,1.319253078,0.6296296296,0.7760312224
559,"Prophecy,-The", 748,1995,fantasy,action,horror,1.3870967742,0.7280815038,0.5810810811,0.5248959679
560,"Proposal,-The", 749,2009,comedy,drama,drama,1.6578947368,0.8101672778,0.6237623762,0.4886723263
561,Psycho, 751,2009,drama,crime,drama,0.8,0.5850978403,0.4444444444,0.7313723004
562,Pulp-Fiction, 752,1994,crime,drama,,2.4074074074,1.7107448575,0.7065217391,0.7106170947
563,Purple-Rain, 754,2000,drama,adventure,drama,1.8571428571,0.9896184526,0.65,0.5328714745
564,Queen-of-the-Damned, 755,2002,fantasy,drama,horror,1.4318181818,0.8084928548,0.5887850467,0.5646616764
565,"Queen,-The", 756,2006,drama,drama,,2.3421052632,1.4639165547,0.7007874016,0.6250430233
566,Rachel-Getting-Married, 757,2008,drama,drama,,1.4482758621,0.9107374067,0.5915492958,0.6288424951
567,Raging-Bull, 759,1987,comedy,crime,drama,2.4,1.6708860759,0.7058823529,0.6962025316
568,Rambling-Rose, 760,1991,drama,,,1.9571428571,1.3091310929,0.6618357488,0.6688990985
569,"Reader,-The", 761,2008,drama,drama,,2.6607142857,1.8699468397,0.7268292683,0.7027988122
570,Rear-Window, 764,2011,fantasy,horror,fantasy,1.8823529412,1.1153415097,0.6530612245,0.5925251771
571,Reindeer-Games, 765,2000,action,crime,drama,1.5283018868,0.9662924218,0.6044776119,0.6322654118
572,"Relic,-The", 766,1997,horror,fantasy,sci-fi,4.68,3.2056338416,0.823943662,0.6849644961
573,Remember-Me, 767,2010,drama,drama,,2.175,1.1147011919,0.6850393701,0.5125062951
574,"Replacements,-The", 768,2000,comedy,sport,,1.0465116279,0.4258675079,0.5113636364,0.4069400631
575,Reservoir-Dogs, 771,1992,crime,drama,,2.5833333333,1.9999962545,0.7209302326,0.7741920985
576,Revolutionary-Road, 772,2008,drama,drama,,3.8333333333,2.4355280879,0.7931034483,0.6353551534
577,Ringu, 773,1998,horror,fantasy,action,1.6176470588,0.891534093,0.6179775281,0.5511301666
578,Rise-of-the-Guardians, 774,2012,sci-fi,adventure,family,0.625,0.3776839509,0.3846153846,0.6042943215
579,Rise-of-the-Planet-of-the-Apes, 775,2011,sci-fi,drama,action,1.2403846154,0.7345297381,0.5536480687,0.5921790137
580,"Road,-The", 777,2009,drama,drama,,0.4285714286,0.2244340789,0.3,0.5236795174
581,Robin-Hood-Prince-of-Thieves, 778,1991,action,adventure,drama,0.4520547945,0.216548829,0.3113207547,0.4790322581
582,"Rock,-The", 779,1996,action,adventure,action,1.093220339,0.7444207282,0.5222672065,0.6809429917
583,RocknRolla, 780,2008,action,crime,action,4.1612903226,2.3416880961,0.80625,0.5627312479
584,"Rocky-Horror-Picture-Show,-The", 783,2013,drama,drama,,2,0.9637801832,0.6666666667,0.4818900916
585,Ronin, 784,1998,action,adventure,crime,0.8936170213,0.4633090529,0.4719101124,0.5184648925
586,"Roommate,-The", 785,2011,drama,horror,action,3.5952380952,2.280522189,0.7823834197,0.63431743
587,Roughshod, 787,2008,horror,action,,0.1983471074,0.086959668,0.1655172414,0.4384216593
588,Runaway-Bride, 788,1999,comedy,drama,,1.4150943396,0.923453605,0.5859375,0.6525738809
589,Rush, 791,2013,action,drama,drama,0.7356321839,0.4394682409,0.4238410596,0.5974021399
590,Rush-Hour, 790,1998,action,comedy,crime,1.2330827068,0.7967110581,0.5521885522,0.6461132362
591,Rush-Hour-2, 789,2001,action,comedy,crime,1.6341463415,1.0238563505,0.6203703704,0.6265389608
592,Rushmore, 792,1998,comedy,drama,,1.5625,0.7246507274,0.6097560976,0.4637764655
593,Rust-and-Bone, 793,2012,drama,drama,,1.5090909091,0.8148204348,0.6014492754,0.5399412519
594,S.-Darko, 794,2009,fantasy,sci-fi,action,0.6853932584,0.3596166643,0.4066666667,0.5246866085
595,"Salton-Sea,-The", 795,2002,crime,drama,fantasy,1.7169811321,1.2115646259,0.6319444444,0.7056365403
596,"Sandlot-Kids,-The", 796,1993,comedy,drama,family,0.407079646,0.193310879,0.2893081761,0.4748723766
597,Save-the-Last-Dance, 797,2001,drama,music ,drama,1.9512195122,1.0576571319,0.6611570248,0.5420492801
598,Saving-Mr.-Banks, 798,2013,drama,comedy,drama,1.4098360656,0.8704550706,0.5850340136,0.6174158059
599,Saving-Private-Ryan, 799,1998,action,drama,war,0.1481481481,0.0730387008,0.1290322581,0.4930112305
600,Scarface, 802,1993,drama,drama,history,0.7727272727,0.5097059389,0.4358974359,0.6596194503
601,Scott-Pilgrim-vs-the-World, 803,2010,fantasy,comedy,action,2.8846153846,1.5772328296,0.7425742574,0.5467740476
602,Scream, 806,1996,horror,fantasy,,1.575,0.9791719104,0.6116504854,0.621696451
603,Scream-2, 804,1997,horror,fantasy,,1.4666666667,0.7945830755,0.5945945946,0.5417611879
604,Scream-3, 805,2000,horror,fantasy,,1.8333333333,1.2865796831,0.6470588235,0.7017707363
605,Se7en, 807,1995,drama,fantasy,action,2.8461538462,1.8344282191,0.74,0.6445288337
606,"Searchers,-The", 809,2008,comedy,sport,,0.3040935673,0.2123734854,0.2331838565,0.6983820386
607,Sense-and-Sensibility, 810,1995,drama,drama,,1.2530120482,0.8317848296,0.5561497326,0.6638282775
608,Serenity, 811,2005,sci-fi,adventure,action,1.8125,1.1581464795,0.6444444444,0.638977368
609,"Sessions,-The", 813,2012,drama,comedy,drama,2.2826086957,1.4794703056,0.6953642384,0.6481488958
610,Sexual-Life, 816,2005,comedy,drama,,4.4375,2.520019839,0.816091954,0.5678917947
611,Shakespeare-in-Love, 817,1998,comedy,drama,drama,2.5555555556,1.4028905236,0.71875,0.5489571614
612,Shallow-Grave, 818,1994,crime,action,,14.9166666667,8.6099193481,0.9371727749,0.5772012971
613,Shame, 819,2011,drama,,,3.48,2.1593794076,0.7767857143,0.620511324
614,She's-Out-of-My-League, 821,2010,comedy,drama,,4.4666666667,2.4552184409,0.8170731707,0.5496757703
615,Sherlock-Holmes, 822,2009,action,adventure,crime,2.4047619048,1.3488752265,0.7062937063,0.560918411
616,Shifty, 823,2008,action,,,2.2222222222,0.9902716338,0.6896551724,0.4456222352
617,"Shining,-The", 825,2001,drama,,,3.5098039216,2.594395331,0.7782608696,0.7391852619
618,Shivers, 827,2007,comedy,adventure,comedy,15.8,10.3165780347,0.9404761905,0.6529479769
619,Sideways, 829,2004,comedy,drama,drama,0.9397590361,0.5959230669,0.4844720497,0.6341232635
620,Signs, 831,2002,horror,sci-fi,action,1.8928571429,0.9734191163,0.6543209877,0.5142591558
621,Silence-of-the-Lambs, 832,1991,crime,drama,action,2.5,1.7240921871,0.7142857143,0.6896368748
622,Silver-Bullet, 834,2012,comedy,drama,drama,0.7066666667,0.3710535546,0.4140625,0.5250757848
623,Simone, 835,2002,fantasy,drama,comedy,1.8235294118,0.794522703,0.6458333333,0.4357059984
624,Sister-Act, 837,1992,comedy,music,musical,2.3181818182,1.7088440978,0.698630137,0.7371484344
625,Sleepless-in-Seattle, 839,1993,comedy,drama,drama,1.671875,1.162098851,0.6257309942,0.6950871632
626,Sleepy-Hollow, 840,1999,fantasy,horror,drama,1.0196078431,0.4900044033,0.5048543689,0.4805812417
627,Sling-Blade, 841,1996,drama,,,1.9310344828,1.0310317069,0.6588235294,0.5339271339
628,Slither, 842,2006,comedy,horror,sci-fi,1.1195652174,0.6003086116,0.5282051282,0.5361979832
629,Slumdog-Millionaire, 843,2008,drama,drama,,2.2131147541,1.1950969468,0.6887755102,0.5400067686
630,Smashed, 844,2012,drama,,,2.1904761905,1.4147016829,0.6865671642,0.6458420726
631,Smokin'-Aces, 845,2006,action,crime,drama,7.6428571429,3.7172687795,0.8842975207,0.486371616
632,Snatch, 846,2000,comedy,crime,,1.8837209302,1.1707209129,0.6532258065,0.621493818
633,Snow-Falling-On-Cedars, 847,1999,fantasy,drama,drama,2.40625,1.3806532663,0.7064220183,0.5737779808
634,Snow-White-and-the-Huntsman, 848,2012,action,adventure,drama,0.5123966942,0.2418344151,0.3387978142,0.471967165
635,So-I-Married-an-Axe-Murderer, 849,1993,comedy,crime,drama,2.1290322581,1.4063218472,0.6804123711,0.66054511
636,"Social-Network,-The", 850,2010,drama,drama,,5.5652173913,3.0543540337,0.8476821192,0.5488292404
637,Solaris, 852,1998,sci-fi,drama,action,5.9411764706,4.0979976352,0.8559322034,0.6897619782
638,Someone-To-Watch-Over-Me, 853,1987,crime,drama,drama,4,2.523668221,0.8,0.6309170552
639,Something's-Gotta-Give, 854,2003,comedy,drama,drama,2.35,1.28900918,0.7014925373,0.5485145447
640,Source-Code, 855,2011,sci-fi,fantasy,action,5.9285714286,4.1199342891,0.8556701031,0.6949286753
641,South-Park, 856,1997,comedy,comedy,,1.36,0.7415383408,0.5762711864,0.54524878
642,Spanglish, 857,2004,comedy,drama,drama,1.5135135135,0.8429792259,0.6021505376,0.5569684171
643,Spare-Me, 858,1994,action,,,0.6470588235,0.381457891,0.3928571429,0.5895258316
644,Spartan, 859,2004,action,crime,drama,1.3035714286,0.8562904483,0.5658914729,0.6568803439
645,Speed-Racer, 860,2008,action,family,sport,1.9814814815,1.1771177118,0.6645962733,0.5940594059
646,Sphere, 861,1998,sci-fi,fantasy,sci-fi,8.3684210526,5.2959847651,0.893258427,0.6328535254
647,Spider-Man, 862,2002,action,adventure,,1.4204545455,0.8873354169,0.5868544601,0.6246841335
648,St.-Elmo's-Fire, 864,1996,sci-fi,adventure,sci-fi,1.3442622951,0.8504608117,0.5734265734,0.6326598722
649,Star-Trek-Generations, 865,1994,sci-fi,adventure,fantasy,1.4,0.840278387,0.5833333333,0.6001988479
650,Star-Trek-II-The-Wrath-of-Khan, 867,2002,sci-fi,adventure,sci-fi,1.7692307692,1.45923599,0.6388888889,0.8247855596
651,Star-Trek-The-Motion-Picture, 869,2009,sci-fi,adventure,sci-fi,2.347826087,1.8134328358,0.7012987013,0.7723880597
652,Star-Wars-A-New-Hope, 871,2002,sci-fi,adventure,fantasy,1.8795180723,1.1897134074,0.6527196653,0.6329885437
653,Star-Wars-The-Empire-Strikes-Back, 875,1999,sci-fi,adventure,fantasy,1.358974359,0.8561489642,0.5760869565,0.6299964076
654,Starman, 877,1997,sci-fi,sci-fi,war,0.7835820896,0.4806791515,0.4393305439,0.6134381553
655,State-and-Main, 878,2000,comedy,drama,,1.5161290323,0.8021323423,0.6025641026,0.529066013
656,Station-West, 881,1990,horror,fantasy,,1.0208333333,0.7382297552,0.5051546392,0.7231638418
657,Storytelling, 882,2001,comedy,drama,drama,1.7916666667,1.3392505595,0.6417910448,0.7474886844
658,Strange-Days, 883,1995,action,crime,drama,1.6923076923,1.1453108785,0.6285714286,0.67677461
659,Strangers-on-a-Train, 886,2008,drama,sport,,1.2972972973,0.8217844438,0.5647058824,0.6334588421
660,Sunset-Blvd., 888,2008,comedy,drama,,1.5,0.6605366726,0.6,0.4403577818
661,Super-8, 889,2011,sci-fi,fantasy,action,1.1351351351,0.6536862362,0.5316455696,0.5758664462
662,Superbad, 890,2007,comedy,,,1.8235294118,0.8704366751,0.6458333333,0.4773362412
663,Supergirl, 892,2006,comedy,,,0.9139784946,0.5490512717,0.4775280899,0.6007266855
664,Surrogates, 893,2009,sci-fi,sci-fi,action,1.9661016949,1.2709344185,0.6628571429,0.6464235405
665,Suspect-Zero, 894,2004,crime,action,,1.7746478873,0.9574690193,0.6395939086,0.5395261934
666,Sweeney-Todd-The-Demon-Barber-of-Fleet-Street, 895,2007,drama,horror,musical,0.9642857143,0.5798657718,0.4909090909,0.6013422819
667,"Sweet-Hereafter,-The", 896,1997,drama,,,1.5319148936,1.0261941177,0.6050420168,0.6698767157
668,Sweet-Smell-of-Success, 898,2001,action,crime,action,2.7083333333,2.0569896001,0.7303370787,0.7595038523
669,"Synecdoche,-New-York", 899,2008,comedy,drama,,3.66,2.122391468,0.7854077253,0.5798883792
670,Syriana, 900,2005,drama,action,,1.5526315789,0.8803968642,0.6082474227,0.5670352685
671,Take-Shelter, 901,2011,drama,action,,2.025,1.0356802331,0.6694214876,0.5114470287
672,Taking-Lives, 902,2004,crime,fantasy,action,2.4181818182,1.5946482071,0.7074468085,0.6594409879
673,"Taking-of-Pelham-One-Two-Three,-The", 903,2009,action,crime,action,4.6176470588,2.9945430071,0.8219895288,0.6484997595
674,Taking-Sides, 904,2001,drama,music,war,4.9,2.8171223022,0.8305084746,0.5749229188
675,"Talented-Mr.-Ripley,-The", 905,1999,crime,drama,action,1.1186440678,0.5422759932,0.528,0.4847618727
676,Tall-in-the-Saddle, 907,2010,comedy,drama,drama,0.78125,0.5486885651,0.4385964912,0.7023213634
677,Taxi-Driver, 909,2012,comedy,fantasy,,1.1666666667,0.6422860712,0.5384615385,0.5505309182
678,Terminator, 913,1999,action,action,action,1.38,0.757724359,0.5798319328,0.5490756225
679,Terminator-2-Judgement-Day, 910,1991,sci-fi,action,,1.5306122449,0.864044656,0.6048387097,0.5645091753
680,Terminator-Salvation, 911,2009,sci-fi,sci-fi,,1.0338983051,0.5468527058,0.5083333333,0.5289231089
681,Thelma-&-Louise, 914,1991,drama,crime,drama,1.2523364486,0.7267168908,0.5560165975,0.5802888606
682,"Thing,-The", 916,2012,comedy,short,drama,3.375,2.0568036929,0.7714285714,0.6094233164
683,Thirteen-Days, 917,2000,drama,history,action,2.6575342466,1.5507166483,0.7265917603,0.5835170893
684,This-Boy's-Life, 918,1993,drama,drama,,1.8461538462,1.0203334997,0.6486486486,0.5526806457
685,This-is-40, 919,2012,comedy,,,2.5853658537,1.3160232831,0.7210884354,0.5090278737
686,Thor, 920,2011,fantasy,adventure,action,0.7168141593,0.4455984904,0.4175257732,0.6216374002
687,Three-Kings, 922,2010,drama,drama,short,0.756097561,0.3756256705,0.4305555556,0.4967952416
688,Three-Kings-(Spoils-of-War), 921,1999,action,adventure,comedy,0.2380952381,0.1087572864,0.1923076923,0.4567806029
689,Three-Men-and-a-Baby, 923,1987,comedy,drama,family,6.4444444444,3.4369943027,0.8656716418,0.5333267021
690,"Three-Musketeers,-The", 924,2011,action,adventure,drama,0.5636363636,0.3371110784,0.3604651163,0.5981003003
691,Thunderheart, 926,1992,crime,fantasy,action,0.6206896552,0.3179440026,0.3829787234,0.5122431153
692,Ticker, 927,2001,action,crime,action,1.1707317073,0.6702104262,0.5393258427,0.5724714057
693,Timber-Falls, 928,2007,horror,action,,1.5357142857,0.7000414524,0.6056338028,0.4558409457
694,"Time-Machine,-The", 929,2002,sci-fi,adventure,action,0.575,0.4001259333,0.3650793651,0.6958711883
695,Tin-Cup, 930,1996,comedy,drama,drama,0.3684210526,0.2243740906,0.2692307692,0.6090153888
696,Tin-Men, 931,1987,comedy,drama,,1.6842105263,1.2010555221,0.6274509804,0.7131267163
697,Tinker-Tailor-Soldier-Spy, 932,2011,drama,fantasy,action,1.9285714286,1.2354217978,0.6585365854,0.6405890803
698,Titanic, 933,1997,drama,drama,,1.1263157895,0.5058167836,0.5297029703,0.4490896677
699,TMNT, 934,2007,action,action,adventure,1.04,0.5068036468,0.5098039216,0.4873111988
700,To-Sleep-with-Anger, 935,1990,drama,,,2.5471698113,1.7713164887,0.7180851064,0.6954057326
701,Tomorrow-Never-Dies, 937,1997,action,adventure,action,1.7692307692,0.9611582835,0.6388888889,0.5432633776
702,Total-Recall, 938,2012,fantasy,adventure,action,2.3095238095,1.6800150938,0.6978417266,0.7274292159
703,"Tourist,-The", 939,2010,action,drama,action,1.9545454545,1.2248566798,0.6615384615,0.6266708594
704,Traffic, 940,2000,crime,drama,action,1.7906976744,1.1921744557,0.6416666667,0.665759761
705,Training-Day, 941,2001,crime,drama,action,1.8076923077,1.3374531422,0.6438356164,0.7398676957
706,Trainspotting, 942,1996,drama,,,3.7,1.8839122045,0.7872340426,0.5091654607
707,Transformers-The-Movie, 943,2007,sci-fi,adventure,sci-fi,1.1111111111,0.4744613895,0.5263157895,0.4270152505
708,TRON, 947,2008,action,comedy,,1.1020408163,0.6538247033,0.5242718447,0.5932853789
709,TRON-Legacy, 945,2010,fantasy,adventure,action,1.5,0.7984435798,0.6,0.5322957198
710,True-Lies, 949,1994,action,comedy,action,1.3455882353,0.7983192004,0.5736677116,0.5932864003
711,"Truman-Show,-The", 950,1998,drama,,,1.9016393443,0.8867203847,0.6553672316,0.4662926161
712,Twilight, 952,2008,fantasy,drama,drama,1,0.5684394071,0.5,0.5684394071
713,Twilight-New-Moon, 951,2009,fantasy,drama,,1.0322580645,0.4717739154,0.5079365079,0.4570309805
715,Twins, 954,1988,comedy,,,1.2083333333,0.7837837838,0.5471698113,0.6486486486
716,Two-For-The-Money, 955,2005,drama,sport,action,2.6923076923,1.8016876608,0.7291666667,0.669198274
717,U-Turn, 956,1997,crime,drama,action,0.8333333333,0.3807704166,0.4545454545,0.4569244999
718,"Ugly-Truth,-The", 957,2009,comedy,drama,,2.5675675676,1.3819486607,0.7196969697,0.5382326363
719,Unbreakable, 958,2000,fantasy,drama,sci-fi,2.72,1.6644052078,0.7311827957,0.6119136793
720,Under-Fire, 960,2011,action,fantasy,action,0.8421052632,0.4332112368,0.4571428571,0.5144383437
721,Up, 962,2009,drama,adventure,comedy,0.935483871,0.4125837559,0.4833333333,0.441037808
722,Up-in-the-Air, 961,2009,drama,drama,,3.3823529412,1.9623491533,0.7718120805,0.5801727931
723,V-for-Vendetta, 963,2005,action,drama,action,2.4918032787,1.5481590015,0.7136150235,0.6213006519
724,Valkyrie, 964,2008,drama,action,war,1.8518518519,1.1975260144,0.6493506494,0.6466640478
725,Vanilla-Sky, 965,2001,fantasy,fantasy,drama,4.8888888889,2.5355998229,0.8301886792,0.5186454183
726,"Verdict,-The", 967,1998,comedy,crime,action,5.4,3.7992051731,0.84375,0.7035565135
727,"Visitor,-The", 970,2007,drama,,,1.8032786885,1.2630053508,0.6432748538,0.7003938763
728,"Walk-to-Remember,-A", 972,2002,drama,drama,,1.2,0.731835892,0.5454545455,0.6098632434
729,Walking-Tall, 973,2004,action,crime,,2.3529411765,0.8901448252,0.701754386,0.3783115507
730,Wall-E, 974,2008,comedy,adventure,family,1.2580645161,0.960081631,0.5571428571,0.7631418093
731,Wall-Street, 976,1987,crime,drama,,2.9761904762,2.0806179178,0.748502994,0.6990876204
732,Wall-Street-Money-Never-Sleeps, 975,2010,drama,,,2.1842105263,1.1861940966,0.6859504132,0.5430768153
733,Wanted, 977,2008,fantasy,crime,action,1.2083333333,0.6387286715,0.5471698113,0.5286030385
734,War-Horse, 978,2011,drama,war,,0.3108108108,0.1502484547,0.2371134021,0.4834080717
735,War-of-the-Worlds, 979,2005,sci-fi,sci-fi,action,1.5384615385,0.7836265508,0.6060606061,0.509357258
736,Warm-Springs, 980,2005,drama,drama,,1.1666666667,0.6067951387,0.5384615385,0.5201101188
737,Warrior, 981,2011,drama,sport,,2.387755102,1.4886013072,0.7048192771,0.6234313167
738,Watchmen, 982,2009,fantasy,action,sci-fi,1.5915492958,1.063261958,0.6141304348,0.668067248
739,Water-for-Elephants, 983,2011,drama,drama,,0.9583333333,0.6256443333,0.4893617021,0.6528462608
740,"Way-Back,-The", 984,2010,drama,drama,history,0.1242236025,0.0792746167,0.1104972376,0.6381606648
741,We-Own-the-Night, 985,2007,crime,drama,action,2.487804878,1.5929510662,0.7132867133,0.6403038599
742,What-About-Bob_, 986,1991,comedy,,,1,0.6328207289,0.5,0.6328207289
743,What-Lies-Beneath, 987,2000,fantasy,horror,drama,1.8409090909,0.9642306759,0.648,0.5237796264
744,When-a-Stranger-Calls, 988,2006,horror,action,,2.0555555556,1.5723091126,0.6727272727,0.7649071359
745,While-She-Was-Out, 989,2008,crime,drama,action,0.6666666667,0.304375435,0.4,0.4565631524
746,"Whistleblower,-The", 990,2010,action,drama,crime,1.5729166667,0.9372269744,0.6113360324,0.5958529109
747,White-Christmas, 992,2000,crime,drama,fantasy,3.25,1.9699295935,0.7647058824,0.6061321826
748,White-Squall, 994,1996,drama,drama,,0.4545454545,0.215265228,0.3125,0.4735835016
749,Whiteout, 995,2009,fantasy,crime,action,2.28125,1.3068131949,0.6952380952,0.5728496197
750,Who-Framed-Roger-Rabbit_, 996,1988,comedy,comedy,crime,1.2068965517,0.696389571,0.546875,0.5770085017
751,Who's-Your-Daddy, 997,2004,comedy,,,2.6428571429,1.6299485025,0.7254901961,0.6167372712
752,Wild-At-Heart, 998,1990,comedy,crime,action,2.9545454545,1.7911627268,0.7471264368,0.6062396921
753,"Wild-Bunch,-The",1000,2007,action,adventure,comedy,0.4038461538,0.1852359724,0.2876712329,0.4586795508
754,Wild-Things,1002,1998,crime,drama,fantasy,0.7894736842,0.49170269,0.4411764706,0.6228234074
755,Wild-Things-Diamonds-in-the-Rough,1001,2005,crime,drama,fantasy,1.5740740741,0.8395464244,0.6115107914,0.5333589049
756,Wild-Wild-West,1003,1999,action,western,comedy,0.6147540984,0.3959394041,0.3807106599,0.6440614306
757,Willow,1004,1988,action,adventure,drama,0.6626506024,0.3148235572,0.3985507246,0.4750973681
758,Win-Win,1005,2011,comedy,drama,sport,3.1935483871,1.7271360353,0.7615384615,0.5408203747
759,Wind-Chill,1006,2007,drama,horror,action,0.8679245283,0.512465161,0.4646464646,0.5904489899
760,Witness,1010,2013,drama,comedy,crime,1.1125,0.6814453448,0.5266272189,0.6125351414
761,Wonder-Boys,1011,2000,comedy,drama,,1.8571428571,1.0894828542,0.65,0.5866446138
762,"Woodsman,-The",1012,2004,drama,,,2.0476190476,1.2993312296,0.671875,0.6345571121
763,"World-is-not-Enough,-The",1013,1999,action,adventure,action,1.2566371681,0.8193542212,0.5568627451,0.6520213169
764,"Wrestler,-The",1014,2008,drama,sport,,3.0294117647,1.7536843187,0.7518248175,0.5788860858
765,"X-Files-Fight-the-Future,-The",1015,1998,sci-fi,fantasy,action,1.6734693878,0.8844713853,0.6259541985,0.5285255839
766,X-Men-Origins-Wolverine,1016,2009,sci-fi,adventure,sci-fi,1.6734693878,0.9702648016,0.6259541985,0.5797923815
767,xXx,1017,2002,action,adventure,action,1.0158730159,0.6269034955,0.5039370079,0.6171081284
768,Year-One,1018,2009,comedy,comedy,,0.3888888889,0.1779546159,0.28,0.4575975836
769,Yes-Man,1019,2008,comedy,drama,,3.7741935484,2.0429629931,0.7905405405,0.5412978871
770,You-Can-Count-On-Me,1020,2000,drama,,,2.1764705882,1.4158443837,0.6851851852,0.6505230952
771,Youth-in-Revolt,1021,2009,comedy,drama,drama,1.4404761905,0.8334540336,0.5902439024,0.5785961886
772,Zero-Dark-Thirty,1022,2012,drama,history,action,1.6352941176,0.9804088471,0.6205357143,0.59953059
773,Zerophilia,1023,2005,comedy,drama,,0.6315789474,0.3556574423,0.3870967742,0.5631242836
