"title","X","sort","date","genre","genre.2","genre.3","int.ext.ratio","int.ext.weighted","int.percent","int.weight.ratio","int.0.0","int.0.0~0.25","int.0.25~0.50","int.0.50~0.75","int.0.75~1.0","int.1.0","dom.0.0","dom.0.0~0.25","dom.0.25~0.50","dom.0.50~0.75","dom.0.75~1.0","dom.1.0","work.0.0","work.0.0~0.25","work.0.25~0.50","work.0.50~0.75","work.0.75~1.0","work.1.0"
"698","Titanic","698"," 933","1997","drama","drama",""," 1.12631579"," 0.50581678","0.52970297","0.4490897",1,0.49,0.73,0.57,0.31,0,0,0.33,0.64,0.5,0.33,0,0,0.67,0.36,0.5,0.67,0
"699","TMNT","699"," 934","2007","action","action","adventure"," 1.04000000"," 0.50680365","0.50980392","0.4873112",0,0.42,0.68,0.38,0.62,0,0,0.88,0.5,0.64,1,0,0,0.12,0.5,0.36,0,0
"700","To-Sleep-with-Anger","700"," 935","1990","drama","",""," 2.54716981"," 1.77131649","0.71808511","0.6954057",1,0.6,0.7,0.71,0.87,1,0,0.9,1,0.91,0.88,0,0,0.1,0,0.09,0.12,0
"701","Tomorrow-Never-Dies","701"," 937","1997","action","adventure","action"," 1.76923077"," 0.96115828","0.63888889","0.5432634",0,0.57,0.52,0.75,0.73,0,0,0.35,0.3,0.5,0,0,0,0.65,0.7,0.5,1,0
"702","Total-Recall","702"," 938","2012","fantasy","adventure","action"," 2.30952381"," 1.68001509","0.69784173","0.7274292",0,0.77,0.71,0.66,0.64,1,0,0.44,0.56,0.56,0,0,0,0.56,0.44,0.44,1,0
"703","Tourist,-The","703"," 939","2010","action","drama","action"," 1.95454545"," 1.22485668","0.66153846","0.6266709",0,0.52,0.85,0.67,0.62,1,0,0.62,0.5,0.65,0.47,0,0,0.38,0.5,0.35,0.53,0
"704","Traffic","704"," 940","2000","crime","drama","action"," 1.79069767"," 1.19217446","0.64166667","0.6657598",0,0.58,0.57,0.72,0.7,1,0,0.43,0.41,0.51,0.46,0,0,0.57,0.59,0.49,0.54,0
"705","Training-Day","705"," 941","2001","crime","drama","action"," 1.80769231"," 1.33745314","0.64383562","0.7398677",1,0.63,0.68,0.63,0.62,1,1,0.5,0.5,1,0.91,1,0,0.5,0.5,0,0.09,0
"706","Trainspotting","706"," 942","1996","drama","",""," 3.70000000"," 1.88391220","0.78723404","0.5091655",0,0.77,0.83,0.77,0.79,1,0,0.71,0.89,0.31,0.87,1,0,0.29,0.11,0.69,0.13,0
"707","Transformers-The-Movie","707"," 943","2007","sci-fi","adventure","sci-fi"," 1.11111111"," 0.47446139","0.52631579","0.4270153",0,0.47,0.53,0.6,0.5,0,0,0,NA,0,1,0,0,1,NA,1,0,0
"708","TRON","708"," 947","2008","action","comedy",""," 1.10204082"," 0.65382470","0.52427184","0.5932854",1,0.62,0.63,0.5,0.32,0,0,0,0.3,0.75,0.2,0,0,1,0.7,0.25,0.8,0
"709","TRON-Legacy","709"," 945","2010","fantasy","adventure","action"," 1.50000000"," 0.79844358","0.60000000","0.5322957",1,0.71,0.41,0.65,0.65,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"710","True-Lies","710"," 949","1994","action","comedy","action"," 1.34558824"," 0.79831920","0.57366771","0.5932864",0,0.67,0.59,0.67,0.34,1,0,0.56,0.44,0.56,0.48,0,0,0.44,0.56,0.44,0.52,0
"711","Truman-Show,-The","711"," 950","1998","drama","",""," 1.90163934"," 0.88672038","0.65536723","0.4662926",1,0.6,0.6,0.8,0.62,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"712","Twilight","712"," 952","2008","fantasy","drama","drama"," 1.00000000"," 0.56843941","0.50000000","0.5684394",0,0.63,0.42,0.55,0.4,1,0,0.26,0.24,0.71,0.71,1,0,0.74,0.76,0.29,0.29,0
"713","Twilight-New-Moon","713"," 951","2009","fantasy","drama",""," 1.03225806"," 0.47177392","0.50793651","0.4570310",0,0.67,0.44,0.42,0.55,1,0,0.75,0.67,1,0.69,0,0,0.25,0.33,0,0.31,1
"714","Twins","715"," 954","1988","comedy","",""," 1.20833333"," 0.78378378","0.54716981","0.6486486",1,0.55,0.57,0.62,0.44,0,0,0.32,0.2,0.48,0.51,0,1,0.68,0.8,0.52,0.49,0
"715","Two-For-The-Money","716"," 955","2005","drama","sport","action"," 2.69230769"," 1.80168766","0.72916667","0.6691983",0,0.58,0.83,0.71,0.81,1,1,0.4,0.43,0.41,0.5,1,0,0.6,0.57,0.59,0.5,0
"716","U-Turn","717"," 956","1997","crime","drama","action"," 0.83333333"," 0.38077042","0.45454545","0.4569245",0,0.45,0.2,0.55,0.62,1,0,0.44,0.25,0.93,0.9,0,0,0.56,0.75,0.07,0.1,0
"717","Ugly-Truth,-The","718"," 957","2009","comedy","drama",""," 2.56756757"," 1.38194866","0.71969697","0.5382326",1,0.88,0.64,0.79,0.56,1,0,0.26,0.47,0.06,0.55,0,0,0.74,0.53,0.94,0.45,0
"718","Unbreakable","719"," 958","2000","fantasy","drama","sci-fi"," 2.72000000"," 1.66440521","0.73118280","0.6119137",1,0.79,0.71,0.67,0.76,1,0,0.45,0.4,0.25,0.82,0,1,0.55,0.6,0.75,0.18,0
"719","Under-Fire","720"," 960","2011","action","fantasy","action"," 0.84210526"," 0.43321124","0.45714286","0.5144383",0,0.59,0.46,0.46,0.39,1,0,0.69,0.82,0.75,0.8,0,0,0.31,0.18,0.25,0.2,0
"720","Up","721"," 962","2009","drama","adventure","comedy"," 0.93548387"," 0.41258376","0.48333333","0.4410378",1,0.6,0.44,0.3,0.61,0,0,0.82,0.93,0.88,0.55,1,0,0.18,0.07,0.12,0.45,0
"721","Up-in-the-Air","722"," 961","2009","drama","drama",""," 3.38235294"," 1.96234915","0.77181208","0.5801728",1,0.84,0.85,0.64,0.73,1,1,0.38,0.32,0.43,0.21,1,1,0.62,0.68,0.57,0.79,0
"722","V-for-Vendetta","723"," 963","2005","action","drama","action"," 2.49180328"," 1.54815900","0.71361502","0.6213007",1,0.57,0.72,0.81,0.75,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"723","Valkyrie","724"," 964","2008","drama","action","war"," 1.85185185"," 1.19752601","0.64935065","0.6466640",0,0.68,0.54,0.68,0.69,1,0,0.42,0.53,0.04,0.1,0,0,0.58,0.47,0.96,0.9,0
"724","Vanilla-Sky","725"," 965","2001","fantasy","fantasy","drama"," 4.88888889"," 2.53559982","0.83018868","0.5186454",1,0.73,0.86,0.79,0.81,1,1,0.78,0.7,0.5,0.67,1,0,0.22,0.3,0.5,0.33,0
"725","Verdict,-The","726"," 967","1998","comedy","crime","action"," 5.40000000"," 3.79920517","0.84375000","0.7035565",1,0.88,0.83,0.79,0.88,1,1,0.33,0.39,0.38,0.35,0,0,0.67,0.61,0.62,0.65,1
"726","Visitor,-The","727"," 970","2007","drama","",""," 1.80327869"," 1.26300535","0.64327485","0.7003939",1,0.7,0.56,0.63,0.69,1,1,0.8,0.55,0.71,0.7,0,0,0.2,0.45,0.29,0.3,0
"727","Walk-to-Remember,-A","728"," 972","2002","drama","drama",""," 1.20000000"," 0.73183589","0.54545455","0.6098632",0,0.45,0.58,0.52,0.58,1,0,0.25,0.45,0.73,0.57,1,0,0.75,0.55,0.27,0.43,1
"728","Walking-Tall","729"," 973","2004","action","crime",""," 2.35294118"," 0.89014483","0.70175439","0.3783116",0,0.6,0.6,0.87,0.75,1,0,0.67,0.42,0.5,0.5,0,0,0.33,0.58,0.5,0.5,0
"729","Wall-E","730"," 974","2008","comedy","adventure","family"," 1.25806452"," 0.96008163","0.55714286","0.7631418",0,0.2,0.44,0.89,0.69,1,0,0,0,0.43,0.67,0,0,1,1,0.57,0.33,0
"730","Wall-Street","731"," 976","1987","crime","drama",""," 2.97619048"," 2.08061792","0.74850299","0.6990876",0,0.69,0.79,0.71,0.8,1,0,0.25,0.38,0.35,0.21,0,0,0.75,0.62,0.65,0.79,0
"731","Wall-Street-Money-Never-Sleeps","732"," 975","2010","drama","",""," 2.18421053"," 1.18619410","0.68595041","0.5430768",1,0.65,0.61,0.71,0.79,1,0,0.57,0.69,0.42,0.19,0,0,0.43,0.31,0.58,0.81,0
"732","Wanted","733"," 977","2008","fantasy","crime","action"," 1.20833333"," 0.63872867","0.54716981","0.5286030",1,0.52,0.48,0.57,0.64,0,0,0.55,0.6,0.36,0.58,0,0,0.45,0.4,0.64,0.42,0
"733","War-Horse","734"," 978","2011","drama","war",""," 0.31081081"," 0.15024845","0.23711340","0.4834081",0,0.24,0.23,0.31,0.22,0,0,0.25,0.2,0.5,0,0,0,0.75,0.8,0.5,1,0
"734","War-of-the-Worlds","735"," 979","2005","sci-fi","sci-fi","action"," 1.53846154"," 0.78362655","0.60606061","0.5093573",0,0.38,0.75,0.67,0.62,1,0,0.86,1,1,0.62,1,1,0.14,0,0,0.38,0
"735","Warm-Springs","736"," 980","2005","drama","drama",""," 1.16666667"," 0.60679514","0.53846154","0.5201101",0,0.61,0.44,0.42,0.69,1,0,0.81,0.82,0.68,0.58,0,0,0.19,0.18,0.32,0.42,1
"736","Warrior","737"," 981","2011","drama","sport",""," 2.38775510"," 1.48860131","0.70481928","0.6234313",0,0.63,0.6,0.88,0.71,1,0,0.55,0.6,1,1,0,0,0.45,0.4,0,0,0
"737","Watchmen","738"," 982","2009","fantasy","action","sci-fi"," 1.59154930"," 1.06326196","0.61413043","0.6680672",1,0.65,0.61,0.67,0.52,1,1,0.45,0.65,0.38,0.44,1,1,0.55,0.35,0.62,0.56,0
"738","Water-for-Elephants","739"," 983","2011","drama","drama",""," 0.95833333"," 0.62564433","0.48936170","0.6528463",0,0.53,0.49,0.5,0.43,1,0,0.45,0.67,0.4,0.5,1,0,0.55,0.33,0.6,0.5,0
"739","Way-Back,-The","740"," 984","2010","drama","drama","history"," 0.12422360"," 0.07927462","0.11049724","0.6381607",0,0.29,0.08,0.06,0.09,0,0,0.15,0.78,NA,0.5,1,1,0.85,0.22,NA,0.5,0
"740","We-Own-the-Night","741"," 985","2007","crime","drama","action"," 2.48780488"," 1.59295107","0.71328671","0.6403039",1,0.81,0.71,0.73,0.63,1,0,0.56,0.42,0.9,0.54,0,1,0.44,0.58,0.1,0.46,1
"741","What-About-Bob_","742"," 986","1991","comedy","",""," 1.00000000"," 0.63282073","0.50000000","0.6328207",1,0.65,0.42,0.5,0.44,1,0,0.52,0.72,0.96,0.88,0,0,0.48,0.28,0.04,0.12,1
"742","What-Lies-Beneath","743"," 987","2000","fantasy","horror","drama"," 1.84090909"," 0.96423068","0.64800000","0.5237796",1,0.69,0.69,0.62,0.6,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"743","When-a-Stranger-Calls","744"," 988","2006","horror","action",""," 2.05555556"," 1.57230911","0.67272727","0.7649071",0,0.82,0.61,0.43,0.85,1,1,0.75,0.5,0.62,0.86,1,0,0.25,0.5,0.38,0.14,0
"744","While-She-Was-Out","745"," 989","2008","crime","drama","action"," 0.66666667"," 0.30437544","0.40000000","0.4565632",0,0.51,0.5,0.2,0.36,1,0,0.27,0,1,0.44,1,0,0.73,1,0,0.56,0
"745","Whistleblower,-The","746"," 990","2010","action","drama","crime"," 1.57291667"," 0.93722697","0.61133603","0.5958529",0,0.56,0.57,0.6,0.65,0,1,0.25,0.2,0.28,0.47,1,0,0.75,0.8,0.72,0.53,1
"746","White-Christmas","747"," 992","2000","crime","drama","fantasy"," 3.25000000"," 1.96992959","0.76470588","0.6061322",0,0.69,0.77,0.85,0.75,1,0,0.25,0.5,0.41,0.29,1,0,0.75,0.5,0.59,0.71,0
"747","White-Squall","748"," 994","1996","drama","drama",""," 0.45454545"," 0.21526523","0.31250000","0.4735835",1,0.39,0.22,0.22,0.42,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"748","Whiteout","749"," 995","2009","fantasy","crime","action"," 2.28125000"," 1.30681319","0.69523810","0.5728496",0,0.81,0.68,0.59,0.68,1,0,0.14,0.4,0.25,0,0,0,0.86,0.6,0.75,1,1
"749","Who-Framed-Roger-Rabbit_","750"," 996","1988","comedy","comedy","crime"," 1.20689655"," 0.69638957","0.54687500","0.5770085",0,0.59,0.53,0.62,0.5,0,0,0.11,0.78,0.25,0,0,1,0.89,0.22,0.75,1,1
"750","Who's-Your-Daddy","751"," 997","2004","comedy","",""," 2.64285714"," 1.62994850","0.72549020","0.6167373",0,0.69,0.78,0.69,0.69,1,0,0.5,0.73,0.77,0.5,0,0,0.5,0.27,0.23,0.5,0
"751","Wild-At-Heart","752"," 998","1990","comedy","crime","action"," 2.95454545"," 1.79116273","0.74712644","0.6062397",0,0.8,0.82,0.75,0.62,1,0,0.77,0.74,0.58,0.57,0,0,0.23,0.26,0.42,0.43,0
"752","Wild-Bunch,-The","753","1000","2007","action","adventure","comedy"," 0.40384615"," 0.18523597","0.28767123","0.4586796",0,0.16,0.63,0.16,0.18,0,0,0.5,0.75,0,0,0,0,0.5,0.25,1,1,0
"753","Wild-Things","754","1002","1998","crime","drama","fantasy"," 0.78947368"," 0.49170269","0.44117647","0.6228234",0,0.46,0.62,0.34,0.33,0,0,0.45,0.28,0.29,0.5,0,1,0.55,0.72,0.71,0.5,0
"754","Wild-Things-Diamonds-in-the-Rough","755","1001","2005","crime","drama","fantasy"," 1.57407407"," 0.83954642","0.61151079","0.5333589",1,0.63,0.57,0.49,0.76,1,0,0.28,0.58,0.06,0.17,1,1,0.72,0.42,0.94,0.83,0
"755","Wild-Wild-West","756","1003","1999","action","western","comedy"," 0.61475410"," 0.39593940","0.38071066","0.6440614",0,0.6,0.55,0.31,0.32,1,0,0.71,0.76,0.67,0.18,0,0,0.29,0.24,0.33,0.82,0
"756","Willow","757","1004","1988","action","adventure","drama"," 0.66265060"," 0.31482356","0.39855072","0.4750974",0,0.17,0.26,0.51,0.67,0,0,0.43,0,0.6,0.73,0,0,0.57,1,0.4,0.27,0
"757","Win-Win","758","1005","2011","comedy","drama","sport"," 3.19354839"," 1.72713604","0.76153846","0.5408204",0,0.67,0.79,0.88,0.71,1,0,0.41,0.52,0.44,0.61,1,0,0.59,0.48,0.56,0.39,0
"758","Wind-Chill","759","1006","2007","drama","horror","action"," 0.86792453"," 0.51246516","0.46464646","0.5904490",1,0.5,0.48,0.46,0.43,0,0,0,NA,NA,1,0,0,1,NA,NA,0,0
"759","Witness","760","1010","2013","drama","comedy","crime"," 1.11250000"," 0.68144534","0.52662722","0.6125351",0,0.55,0.61,0.5,0.46,1,1,0.44,0.51,0.53,0.54,0,0,0.56,0.49,0.47,0.46,1
"760","Wonder-Boys","761","1011","2000","comedy","drama",""," 1.85714286"," 1.08948285","0.65000000","0.5866446",1,0.66,0.61,0.61,0.67,0,0,0.54,0.73,0.62,0.38,1,1,0.46,0.27,0.38,0.62,0
"761","Woodsman,-The","762","1012","2004","drama","",""," 2.04761905"," 1.29933123","0.67187500","0.6345571",0,0.71,0.79,0.85,0.3,1,1,0.47,0.64,0.53,0.81,0,0,0.53,0.36,0.47,0.19,0
"762","World-is-not-Enough,-The","763","1013","1999","action","adventure","action"," 1.25663717"," 0.81935422","0.55686275","0.6520213",1,0.42,0.57,0.57,0.67,1,0,0.09,0.8,0.36,0.5,0,1,0.91,0.2,0.64,0.5,0
"763","Wrestler,-The","764","1014","2008","drama","sport",""," 3.02941176"," 1.75368432","0.75182482","0.5788861",1,0.75,0.76,0.67,0.76,1,0,0.17,0.7,0.62,0.53,0,1,0.83,0.3,0.38,0.47,1
"764","X-Files-Fight-the-Future,-The","765","1015","1998","sci-fi","fantasy","action"," 1.67346939"," 0.88447139","0.62595420","0.5285256",0,0.67,0.73,0.52,0.59,0,0,0.36,0.43,0.28,0,0,0,0.64,0.57,0.72,1,0
"765","X-Men-Origins-Wolverine","766","1016","2009","sci-fi","adventure","sci-fi"," 1.67346939"," 0.97026480","0.62595420","0.5797924",0,0.58,0.73,0.42,0.78,0,0,0.33,0.12,0.35,0.22,0,0,0.67,0.88,0.65,0.78,0
"766","xXx","767","1017","2002","action","adventure","action"," 1.01587302"," 0.62690350","0.50393701","0.6171081",0,0.5,0.72,0.5,0.29,1,0,0.43,0.3,0.06,0.14,0,0,0.57,0.7,0.94,0.86,0
"767","Year-One","768","1018","2009","comedy","comedy",""," 0.38888889"," 0.17795462","0.28000000","0.4575976",0,0.23,0.15,0.46,0.27,0,0,NA,1,0.8,NA,0,0,NA,0,0.2,NA,0
"768","Yes-Man","769","1019","2008","comedy","drama",""," 3.77419355"," 2.04296299","0.79054054","0.5412979",0,0.84,0.78,0.7,0.84,1,0,0.56,0.54,0.28,0.23,0,0,0.44,0.46,0.72,0.77,1
"769","You-Can-Count-On-Me","770","1020","2000","drama","",""," 2.17647059"," 1.41584438","0.68518519","0.6505231",1,0.61,0.77,0.63,0.67,1,0,0.73,0.44,0.56,0.81,0,0,0.27,0.56,0.44,0.19,0
"770","Youth-in-Revolt","771","1021","2009","comedy","drama","drama"," 1.44047619"," 0.83345403","0.59024390","0.5785962",1,0.52,0.69,0.67,0.47,0,0,1,0.86,0.71,0.48,1,0,0,0.14,0.29,0.52,0
"771","Zero-Dark-Thirty","772","1022","2012","drama","history","action"," 1.63529412"," 0.98040885","0.62053571","0.5995306",1,0.69,0.61,0.59,0.57,0,0,0.29,0.1,0.42,0.58,0,1,0.71,0.9,0.58,0.42,1
"772","Zerophilia","773","1023","2005","comedy","drama",""," 0.63157895"," 0.35565744","0.38709677","0.5631243",0,0.38,0.25,0.62,0.29,0,0,0,1,1,0,0,0,1,0,0,1,1
